Checkup date,System ID,Calibration,Setup quality,Indoor / Outdoor,Far / Close,Is Measurable Focus Image (Yes/No),"If Not Measurable, Why?",Has Quality Issue (Yes/No),Quality Issue Type,which camera (left/right/none/both),Focus image,Focus severity,source_sheet,joined_image,cam0_image,cam1_image
2026-01-12 00:00:00,5b30afd4c15ca541d2ee8097,OTHER,,Indoor,Close,no,sun glare + shadow,yes,focus,both,Focus image,NA,POC_1.0,/home/lior/Work/pcm_push/annotation_data/2026-01-12/5b30afd4c15ca541d2ee8097/fb1b7ec1-7328-4805-a396-379b0bb2b357/focus/joined_0_1.jpg,/home/lior/Work/pcm_push/annotation_data/2026-01-12/5b30afd4c15ca541d2ee8097/fb1b7ec1-7328-4805-a396-379b0bb2b357/focus/CAM0_1.jpg,/home/lior/Work/pcm_push/annotation_data/2026-01-12/5b30afd4c15ca541d2ee8097/fb1b7ec1-7328-4805-a396-379b0bb2b357/focus/CAM1_1.jpg
2026-01-12 00:00:00,5b73f41521b427079705576f,AMERICANFOOTBALL,,Outdoor,Far,yes,-,yes,focus,left,Focus image,NA,POC_1.0,/home/lior/Work/pcm_push/annotation_data/2026-01-12/5b73f41521b427079705576f/3d694069-2660-4f04-b95d-14ea19b586f0/focus/joined_0_1.jpg,/home/lior/Work/pcm_push/annotation_data/2026-01-12/5b73f41521b427079705576f/3d694069-2660-4f04-b95d-14ea19b586f0/focus/CAM0_1.jpg,/home/lior/Work/pcm_push/annotation_data/2026-01-12/5b73f41521b427079705576f/3d694069-2660-4f04-b95d-14ea19b586f0/focus/CAM1_1.jpg
2026-01-12 00:00:00,5af411c9bd42b093070a7b63,OTHER,,Indoor,Close,yes,-,no,focus,both,Focus image,OK,POC_1.0,/home/lior/Work/pcm_push/annotation_data/2026-01-12/5af411c9bd42b093070a7b63/d8c49551-95c2-4da1-b59a-a7072dcfbc30/focus/joined_0_1.jpg,/home/lior/Work/pcm_push/annotation_data/2026-01-12/5af411c9bd42b093070a7b63/d8c49551-95c2-4da1-b59a-a7072dcfbc30/focus/CAM0_1.jpg,/home/lior/Work/pcm_push/annotation_data/2026-01-12/5af411c9bd42b093070a7b63/d8c49551-95c2-4da1-b59a-a7072dcfbc30/focus/CAM1_1.jpg
2026-01-12 00:00:00,5af2bfb9f21c7a0d11389894,AMERICANFOOTBALL,,Outdoor,Far,yes,,yes,focus,left,Focus image,ERROR,POC_1.0,/home/lior/Work/pcm_push/annotation_data/2026-01-12/5af2bfb9f21c7a0d11389894/970e61bc-65cf-4d84-ae27-b620dbc70946/focus/joined_0_1.jpg,/home/lior/Work/pcm_push/annotation_data/2026-01-12/5af2bfb9f21c7a0d11389894/970e61bc-65cf-4d84-ae27-b620dbc70946/focus/CAM0_1.jpg,/home/lior/Work/pcm_push/annotation_data/2026-01-12/5af2bfb9f21c7a0d11389894/970e61bc-65cf-4d84-ae27-b620dbc70946/focus/CAM1_1.jpg
2026-01-12 00:00:00,5b3b09d6d9ce710d40317409,WRESTLING,,Indoor,Close,yes,-,no,-,none,Focus image,OK,POC_1.0,/home/lior/Work/pcm_push/annotation_data/2026-01-12/5b3b09d6d9ce710d40317409/7ac7a8fa-396d-4bb3-9d14-b2377bd40c7b/focus/joined_0_1.jpg,/home/lior/Work/pcm_push/annotation_data/2026-01-12/5b3b09d6d9ce710d40317409/7ac7a8fa-396d-4bb3-9d14-b2377bd40c7b/focus/CAM0_1.jpg,/home/lior/Work/pcm_push/annotation_data/2026-01-12/5b3b09d6d9ce710d40317409/7ac7a8fa-396d-4bb3-9d14-b2377bd40c7b/focus/CAM1_1.jpg
2026-01-12 00:00:00,5b740d9c21b4270797055788,LEFTSIDE,,Indoor,Close,yes,-,no,-,none,Focus image,OK,POC_1.0,/home/lior/Work/pcm_push/annotation_data/2026-01-12/5b740d9c21b4270797055788/f0e55ec4-12fb-4a1f-afe2-c3519aae7df0/focus/joined_0_1.jpg,/home/lior/Work/pcm_push/annotation_data/2026-01-12/5b740d9c21b4270797055788/f0e55ec4-12fb-4a1f-afe2-c3519aae7df0/focus/CAM0_1.jpg,/home/lior/Work/pcm_push/annotation_data/2026-01-12/5b740d9c21b4270797055788/f0e55ec4-12fb-4a1f-afe2-c3519aae7df0/focus/CAM1_1.jpg
2026-01-12 00:00:00,5b8fd395a9273538bba9e651,WRESTLING,,Indoor,Close,yes,-,no,focus,left,Focus image,WARNING,POC_1.0,/home/lior/Work/pcm_push/annotation_data/2026-01-12/5b8fd395a9273538bba9e651/6b2dba69-2efb-405d-9507-ccb2890af29f/focus/joined_0_1.jpg,/home/lior/Work/pcm_push/annotation_data/2026-01-12/5b8fd395a9273538bba9e651/6b2dba69-2efb-405d-9507-ccb2890af29f/focus/CAM0_1.jpg,/home/lior/Work/pcm_push/annotation_data/2026-01-12/5b8fd395a9273538bba9e651/6b2dba69-2efb-405d-9507-ccb2890af29f/focus/CAM1_1.jpg
2026-01-12 00:00:00,5beab6483e663c077bc35cac,AMERICANFOOTBALL,,Outdoor,Far,no,reflection of the camera,no,-,none,Focus image,NA,POC_1.0,/home/lior/Work/pcm_push/annotation_data/2026-01-12/5beab6483e663c077bc35cac/cc9c0eb8-1d9d-427d-b84f-b698b83d4eba/focus/joined_0_1.jpg,/home/lior/Work/pcm_push/annotation_data/2026-01-12/5beab6483e663c077bc35cac/cc9c0eb8-1d9d-427d-b84f-b698b83d4eba/focus/CAM0_1.jpg,/home/lior/Work/pcm_push/annotation_data/2026-01-12/5beab6483e663c077bc35cac/cc9c0eb8-1d9d-427d-b84f-b698b83d4eba/focus/CAM1_1.jpg
2026-01-12 00:00:00,5baa4c0f2b4397078488d390,WRESTLING,,Indoor,Close,yes,-,no,-,none,Focus image,OK,POC_1.0,/home/lior/Work/pcm_push/annotation_data/2026-01-12/5baa4c0f2b4397078488d390/723bde3e-6f80-4fb6-a95d-0b7b17bca344/focus/joined_0_1.jpg,/home/lior/Work/pcm_push/annotation_data/2026-01-12/5baa4c0f2b4397078488d390/723bde3e-6f80-4fb6-a95d-0b7b17bca344/focus/CAM0_1.jpg,/home/lior/Work/pcm_push/annotation_data/2026-01-12/5baa4c0f2b4397078488d390/723bde3e-6f80-4fb6-a95d-0b7b17bca344/focus/CAM1_1.jpg
2026-01-12 00:00:00,5b541d46bc2b286d0715b68a,VOLLEYBALL,,Indoor,Close,yes,,yes,focus,left,Focus image,WARNING,POC_1.0,/home/lior/Work/pcm_push/annotation_data/2026-01-12/5b541d46bc2b286d0715b68a/08f9d772-b536-41fc-9dc8-66cf3d7aba1d/focus/joined_0_1.jpg,/home/lior/Work/pcm_push/annotation_data/2026-01-12/5b541d46bc2b286d0715b68a/08f9d772-b536-41fc-9dc8-66cf3d7aba1d/focus/CAM0_1.jpg,/home/lior/Work/pcm_push/annotation_data/2026-01-12/5b541d46bc2b286d0715b68a/08f9d772-b536-41fc-9dc8-66cf3d7aba1d/focus/CAM1_1.jpg
2026-01-12 00:00:00,5b542868bc2b286d0715b68b,LEFTSIDE,,Indoor,Close,yes,-,no,-,none,Focus image,OK,POC_1.0,/home/lior/Work/pcm_push/annotation_data/2026-01-12/5b542868bc2b286d0715b68b/b7566bc2-2494-436d-891b-78f6c49f861c/focus/joined_0_1.jpg,/home/lior/Work/pcm_push/annotation_data/2026-01-12/5b542868bc2b286d0715b68b/b7566bc2-2494-436d-891b-78f6c49f861c/focus/CAM0_1.jpg,/home/lior/Work/pcm_push/annotation_data/2026-01-12/5b542868bc2b286d0715b68b/b7566bc2-2494-436d-891b-78f6c49f861c/focus/CAM1_1.jpg
2026-01-12 00:00:00,59815806428f10397b95192b,AMERICANFOOTBALL,,Outdoor,Far,no,reflection of the camera,no,-,none,Focus image,NA,POC_1.0,/home/lior/Work/pcm_push/annotation_data/2026-01-12/59815806428f10397b95192b/1b319053-d421-41a9-8d37-78cf3f59a2fb/focus/joined_0_1.jpg,/home/lior/Work/pcm_push/annotation_data/2026-01-12/59815806428f10397b95192b/1b319053-d421-41a9-8d37-78cf3f59a2fb/focus/CAM0_1.jpg,/home/lior/Work/pcm_push/annotation_data/2026-01-12/59815806428f10397b95192b/1b319053-d421-41a9-8d37-78cf3f59a2fb/focus/CAM1_1.jpg
2026-01-12 00:00:00,5b3c5f179ddad425a8381a6a,OTHER,,Indoor,Close,yes,-,no,-,none,Focus image,OK,POC_1.0,/home/lior/Work/pcm_push/annotation_data/2026-01-12/5b3c5f179ddad425a8381a6a/00f469b8-e613-4acd-9fd8-35b90173f304/focus/joined_0_1.jpg,/home/lior/Work/pcm_push/annotation_data/2026-01-12/5b3c5f179ddad425a8381a6a/00f469b8-e613-4acd-9fd8-35b90173f304/focus/CAM0_1.jpg,/home/lior/Work/pcm_push/annotation_data/2026-01-12/5b3c5f179ddad425a8381a6a/00f469b8-e613-4acd-9fd8-35b90173f304/focus/CAM1_1.jpg
2026-01-12 00:00:00,5b8d2ee4a9273538bba9de60,RIGHTSIDE,,Indoor,Close,yes,-,no,-,none,Focus image,OK,POC_1.0,/home/lior/Work/pcm_push/annotation_data/2026-01-12/5b8d2ee4a9273538bba9de60/c73ac17c-a23d-4c87-a6ee-af8f957c2d44/focus/joined_0_1.jpg,/home/lior/Work/pcm_push/annotation_data/2026-01-12/5b8d2ee4a9273538bba9de60/c73ac17c-a23d-4c87-a6ee-af8f957c2d44/focus/CAM0_1.jpg,/home/lior/Work/pcm_push/annotation_data/2026-01-12/5b8d2ee4a9273538bba9de60/c73ac17c-a23d-4c87-a6ee-af8f957c2d44/focus/CAM1_1.jpg
2026-01-12 00:00:00,5b7a5665d01add079ed913fe,OTHER,,Indoor,Close,yes,-,yes,focus,right,Focus image,WARNING,POC_1.0,/home/lior/Work/pcm_push/annotation_data/2026-01-12/5b7a5665d01add079ed913fe/83096c00-fef9-4d34-af1f-234c650c6c4b/focus/joined_0_1.jpg,/home/lior/Work/pcm_push/annotation_data/2026-01-12/5b7a5665d01add079ed913fe/83096c00-fef9-4d34-af1f-234c650c6c4b/focus/CAM0_1.jpg,/home/lior/Work/pcm_push/annotation_data/2026-01-12/5b7a5665d01add079ed913fe/83096c00-fef9-4d34-af1f-234c650c6c4b/focus/CAM1_1.jpg
2026-01-12 00:00:00,5bab362c5eaf1c7b11b3ebf3,WRESTLING,,Indoor,Close,yes,-,no,focus,right,Focus image,OK,POC_1.0,/home/lior/Work/pcm_push/annotation_data/2026-01-12/5bab362c5eaf1c7b11b3ebf3/b542f3ff-69d3-4b58-a54e-0f7ada6b3313/focus/joined_0_1.jpg,/home/lior/Work/pcm_push/annotation_data/2026-01-12/5bab362c5eaf1c7b11b3ebf3/b542f3ff-69d3-4b58-a54e-0f7ada6b3313/focus/CAM0_1.jpg,/home/lior/Work/pcm_push/annotation_data/2026-01-12/5bab362c5eaf1c7b11b3ebf3/b542f3ff-69d3-4b58-a54e-0f7ada6b3313/focus/CAM1_1.jpg
2026-01-12 00:00:00,5bebc3443e663c077bc36406,UNKNOWN,,Outdoor,Far,no,snow + Low light,yes,focus,right,Focus image,WARNING,POC_1.0,/home/lior/Work/pcm_push/annotation_data/2026-01-12/5bebc3443e663c077bc36406/81a2455e-a572-4d52-9090-2dd61b47207e/focus/joined_0_1.jpg,/home/lior/Work/pcm_push/annotation_data/2026-01-12/5bebc3443e663c077bc36406/81a2455e-a572-4d52-9090-2dd61b47207e/focus/CAM0_1.jpg,/home/lior/Work/pcm_push/annotation_data/2026-01-12/5bebc3443e663c077bc36406/81a2455e-a572-4d52-9090-2dd61b47207e/focus/CAM1_1.jpg
2026-01-12 00:00:00,5bec26803e663c077bc3650f,BASKETBALL,,Indoor,Close,yes,-,yes,focus,left,Focus image,WARNING,POC_1.0,/home/lior/Work/pcm_push/annotation_data/2026-01-12/5bec26803e663c077bc3650f/bdc0fae6-f28c-4bd2-ab5e-6150e2ff4941/focus/joined_0_1.jpg,/home/lior/Work/pcm_push/annotation_data/2026-01-12/5bec26803e663c077bc3650f/bdc0fae6-f28c-4bd2-ab5e-6150e2ff4941/focus/CAM0_1.jpg,/home/lior/Work/pcm_push/annotation_data/2026-01-12/5bec26803e663c077bc3650f/bdc0fae6-f28c-4bd2-ab5e-6150e2ff4941/focus/CAM1_1.jpg
2026-01-12 00:00:00,5bab399d2b4397078488d78d,WRESTLING,,Indoor,Close,yes,-,no,-,none,Focus image,OK,POC_1.0,/home/lior/Work/pcm_push/annotation_data/2026-01-12/5bab399d2b4397078488d78d/e67c5b48-30f5-442e-b23c-8450146644c2/focus/joined_0_1.jpg,/home/lior/Work/pcm_push/annotation_data/2026-01-12/5bab399d2b4397078488d78d/e67c5b48-30f5-442e-b23c-8450146644c2/focus/CAM0_1.jpg,/home/lior/Work/pcm_push/annotation_data/2026-01-12/5bab399d2b4397078488d78d/e67c5b48-30f5-442e-b23c-8450146644c2/focus/CAM1_1.jpg
2026-01-12 00:00:00,5bab44da2b4397078488d794,UNKNOWN,,Outdoor,Far,no,snow + low light,yes,focus,right,Focus image,ERROR,POC_1.0,/home/lior/Work/pcm_push/annotation_data/2026-01-12/5bab44da2b4397078488d794/8178f6e1-b1d7-44ff-ba15-76d1ee3daa22/focus/joined_0_1.jpg,/home/lior/Work/pcm_push/annotation_data/2026-01-12/5bab44da2b4397078488d794/8178f6e1-b1d7-44ff-ba15-76d1ee3daa22/focus/CAM0_1.jpg,/home/lior/Work/pcm_push/annotation_data/2026-01-12/5bab44da2b4397078488d794/8178f6e1-b1d7-44ff-ba15-76d1ee3daa22/focus/CAM1_1.jpg
2026-01-12 00:00:00,5b50595ebc2b286d0715af34,UNKNOWN,,Outdoor,Far,no,reflection of the camera + low light + shadow,yes,focus,right,Focus image,NA,POC_1.0,/home/lior/Work/pcm_push/annotation_data/2026-01-12/5b50595ebc2b286d0715af34/b77fb116-cc06-4566-801b-0371e82614ea/focus/joined_0_1.jpg,/home/lior/Work/pcm_push/annotation_data/2026-01-12/5b50595ebc2b286d0715af34/b77fb116-cc06-4566-801b-0371e82614ea/focus/CAM0_1.jpg,/home/lior/Work/pcm_push/annotation_data/2026-01-12/5b50595ebc2b286d0715af34/b77fb116-cc06-4566-801b-0371e82614ea/focus/CAM1_1.jpg
2026-01-12 00:00:00,5b1cf00826001d316f95019f,LACROSSE,,Outdoor,Far,no,sun glare + camera blinded,yes,focus,right,Focus image,NA,POC_1.0,/home/lior/Work/pcm_push/annotation_data/2026-01-12/5b1cf00826001d316f95019f/b219cee1-791e-4675-bd14-e27db88f223a/focus/joined_0_1.jpg,/home/lior/Work/pcm_push/annotation_data/2026-01-12/5b1cf00826001d316f95019f/b219cee1-791e-4675-bd14-e27db88f223a/focus/CAM0_1.jpg,/home/lior/Work/pcm_push/annotation_data/2026-01-12/5b1cf00826001d316f95019f/b219cee1-791e-4675-bd14-e27db88f223a/focus/CAM1_1.jpg
2026-01-12 00:00:00,5baa310c5eaf1c7b11b3e7ba,OTHER,,Indoor,Close,yes,-,yes,focus,right,Focus image,OK,POC_1.0,/home/lior/Work/pcm_push/annotation_data/2026-01-12/5baa310c5eaf1c7b11b3e7ba/ac382bbf-0894-4353-9715-b0da9e41cc9f/focus/joined_0_1.jpg,/home/lior/Work/pcm_push/annotation_data/2026-01-12/5baa310c5eaf1c7b11b3e7ba/ac382bbf-0894-4353-9715-b0da9e41cc9f/focus/CAM0_1.jpg,/home/lior/Work/pcm_push/annotation_data/2026-01-12/5baa310c5eaf1c7b11b3e7ba/ac382bbf-0894-4353-9715-b0da9e41cc9f/focus/CAM1_1.jpg
2026-01-12 00:00:00,5baa09f22b4397078488d2ed,CENTER,,Indoor,Close,yes,-,yes,focus,left,Focus image,WARNING,POC_1.0,/home/lior/Work/pcm_push/annotation_data/2026-01-12/5baa09f22b4397078488d2ed/11f51d9e-0222-47d6-9a42-fe37838afe62/focus/joined_0_1.jpg,/home/lior/Work/pcm_push/annotation_data/2026-01-12/5baa09f22b4397078488d2ed/11f51d9e-0222-47d6-9a42-fe37838afe62/focus/CAM0_1.jpg,/home/lior/Work/pcm_push/annotation_data/2026-01-12/5baa09f22b4397078488d2ed/11f51d9e-0222-47d6-9a42-fe37838afe62/focus/CAM1_1.jpg
2026-01-12 00:00:00,5b3c98999ddad425a8381a85,UNKNOWN,,Outdoor,Far,no,reflection of the camera + low light + shadow,yes,focus,left,Focus image,ERROR,POC_1.0,/home/lior/Work/pcm_push/annotation_data/2026-01-12/5b3c98999ddad425a8381a85/482a85c7-3ed5-4d9b-a2bb-e7701ab5ac30/focus/joined_0_1.jpg,/home/lior/Work/pcm_push/annotation_data/2026-01-12/5b3c98999ddad425a8381a85/482a85c7-3ed5-4d9b-a2bb-e7701ab5ac30/focus/CAM0_1.jpg,/home/lior/Work/pcm_push/annotation_data/2026-01-12/5b3c98999ddad425a8381a85/482a85c7-3ed5-4d9b-a2bb-e7701ab5ac30/focus/CAM1_1.jpg
2026-01-12 00:00:00,5b73e56b32aeba07c9b4d444,LACROSSE,,Outdoor,Far,yes,-,no,-,none,Focus image,WARNING,POC_1.0,/home/lior/Work/pcm_push/annotation_data/2026-01-12/5b73e56b32aeba07c9b4d444/ff938639-3941-4be0-894c-af2ee5aa929e/focus/joined_0_1.jpg,/home/lior/Work/pcm_push/annotation_data/2026-01-12/5b73e56b32aeba07c9b4d444/ff938639-3941-4be0-894c-af2ee5aa929e/focus/CAM0_1.jpg,/home/lior/Work/pcm_push/annotation_data/2026-01-12/5b73e56b32aeba07c9b4d444/ff938639-3941-4be0-894c-af2ee5aa929e/focus/CAM1_1.jpg
2026-01-12 00:00:00,5baa37062b4397078488d339,OTHER,,Indoor,Close,yes,-,yes,focus,right,Focus image,OK,POC_1.0,/home/lior/Work/pcm_push/annotation_data/2026-01-12/5baa37062b4397078488d339/936f7b55-ac42-414f-ae27-5dffdf307222/focus/joined_0_1.jpg,/home/lior/Work/pcm_push/annotation_data/2026-01-12/5baa37062b4397078488d339/936f7b55-ac42-414f-ae27-5dffdf307222/focus/CAM0_1.jpg,/home/lior/Work/pcm_push/annotation_data/2026-01-12/5baa37062b4397078488d339/936f7b55-ac42-414f-ae27-5dffdf307222/focus/CAM1_1.jpg
2026-01-12 00:00:00,5baa3d045eaf1c7b11b3e7cd,OTHER,,Indoor,Close,yes,-,no,-,none,Focus image,OK,POC_1.0,/home/lior/Work/pcm_push/annotation_data/2026-01-12/5baa3d045eaf1c7b11b3e7cd/efab9dc3-cbe2-474e-a281-e07aabf4ed6c/focus/joined_0_1.jpg,/home/lior/Work/pcm_push/annotation_data/2026-01-12/5baa3d045eaf1c7b11b3e7cd/efab9dc3-cbe2-474e-a281-e07aabf4ed6c/focus/CAM0_1.jpg,/home/lior/Work/pcm_push/annotation_data/2026-01-12/5baa3d045eaf1c7b11b3e7cd/efab9dc3-cbe2-474e-a281-e07aabf4ed6c/focus/CAM1_1.jpg
2026-01-12 00:00:00,5baa43ae5eaf1c7b11b3e7fc,OTHER,,Indoor,Close,yes,-,no,-,none,Focus image,OK,POC_1.0,/home/lior/Work/pcm_push/annotation_data/2026-01-12/5baa43ae5eaf1c7b11b3e7fc/f5687229-177d-466f-acce-be5d3753a342/focus/joined_0_1.jpg,/home/lior/Work/pcm_push/annotation_data/2026-01-12/5baa43ae5eaf1c7b11b3e7fc/f5687229-177d-466f-acce-be5d3753a342/focus/CAM0_1.jpg,/home/lior/Work/pcm_push/annotation_data/2026-01-12/5baa43ae5eaf1c7b11b3e7fc/f5687229-177d-466f-acce-be5d3753a342/focus/CAM1_1.jpg
2026-01-12 00:00:00,5bc7428142d3f3079a086c8d,OTHER,,Indoor,Close,yes,-,no,-,none,Focus image,OK,POC_1.0,/home/lior/Work/pcm_push/annotation_data/2026-01-12/5bc7428142d3f3079a086c8d/6a3e91a6-f97f-45d6-9b3b-5d0422cb70c8/focus/joined_0_1.jpg,/home/lior/Work/pcm_push/annotation_data/2026-01-12/5bc7428142d3f3079a086c8d/6a3e91a6-f97f-45d6-9b3b-5d0422cb70c8/focus/CAM0_1.jpg,/home/lior/Work/pcm_push/annotation_data/2026-01-12/5bc7428142d3f3079a086c8d/6a3e91a6-f97f-45d6-9b3b-5d0422cb70c8/focus/CAM1_1.jpg
2026-01-12 00:00:00,5bed20a03e663c077bc36cb9,BASKETBALL,,Indoor,Close,yes,-,no,-,none,Focus image,OK,POC_1.0,/home/lior/Work/pcm_push/annotation_data/2026-01-12/5bed20a03e663c077bc36cb9/8d699eeb-b028-4f0e-b778-65c3371e290c/focus/joined_0_1.jpg,/home/lior/Work/pcm_push/annotation_data/2026-01-12/5bed20a03e663c077bc36cb9/8d699eeb-b028-4f0e-b778-65c3371e290c/focus/CAM0_1.jpg,/home/lior/Work/pcm_push/annotation_data/2026-01-12/5bed20a03e663c077bc36cb9/8d699eeb-b028-4f0e-b778-65c3371e290c/focus/CAM1_1.jpg
